NIH_Lip_Std_CSH_POS_Brain_01,NIH_Lip_Std_CSH_POS_Brain_02,NIH_Lip_Std_CSH_POS_Brain_03,NIH_Lip_Std_CSH_POS_Heart_01,NIH_Lip_Std_CSH_POS_Heart_02,NIH_Lip_Std_CSH_POS_Heart_03,NIH_Lip_Std_CSH_POS_Liver_01,NIH_Lip_Std_CSH_POS_Liver_02,NIH_Lip_Std_CSH_POS_Liver_03,NIH_Lip_Std_CSH_POS_Muscle_01,NIH_Lip_Std_CSH_POS_Muscle_02,NIH_Lip_Std_CSH_POS_Muscle_03,NIH_Lip_Std_CSH_POS_Plasma1_01,NIH_Lip_Std_CSH_POS_Plasma1_02,NIH_Lip_Std_CSH_POS_Plasma1_03
0,0,0,0,0,0,0,0,185240,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,304113,0,0
0,0,0,0,0,0,1489834,1733208,1832772,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,351058,0,0,0,0,0,165040,0,295078
0,0,0,0,0,0,0,0,0,0,52074,75161,0,0,0
0,0,0,0,0,31255,0,0,0,0,0,0,0,0,0
556549,0,0,0,0,0,1776307,2497743,0,0,0,0,0,0,0
0,0,0,0,0,0,6063179,8011880,112504,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,95531,0,0,0,0,0,0,0,0,0,0,0,0,0
64616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,98170,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,147912,0,0
0,0,0,0,0,0,0,0,0,0,0,0,48130,0,0
0,0,0,44797,44533,66540,0,0,0,202657,193991,298397,0,0,49455
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,62555,0,0,0,0,0,0,0,0,0,0,0,0,0
407505,473217,826381,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,51565,0,79552,0,0,0,0,0,30433
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,105170,0,58907,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,964307,1321883,1533230,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,36743,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,257664,626796,522617,0,0,0,0,0,37300
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,23189,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476590,1746148,1849295,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,143326,0,0,0,194710,0,0
0,0,0,46869,78341,176155,91618,96677,0,0,0,0,0,0,211098
0,0,0,0,0,0,0,0,0,1011305,1399512,1174259,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,71710,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,401005,310808,0,0,0,225097,0,219093,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,60234,0,0,0,0
0,0,0,460776,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,79211,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,59097,0,57668,51110,0,0,0,0,0
0,0,0,0,48431,0,0,98120,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,57124,0,0,0
0,0,0,107986,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,53977,0,45594,0,0,0,0,0,0
0,0,307415,388227,0,0,0,0,0,0,0,0,432461,0,352502
0,0,0,163172,0,0,0,199090,0,0,0,0,0,0,0
0,0,0,406298,357172,0,0,342683,0,0,0,0,0,0,0
0,0,0,121030,0,0,0,141979,129575,0,0,0,128665,135283,0
304881,0,0,0,260056,0,301488,0,258262,227640,0,0,0,0,252358
0,135787,0,5956,22609,0,0,0,0,0,0,0,0,0,13083
0,0,0,0,0,0,41745,47425,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,32812,0,0,0,0,48066,0,43333,0,0,41162,0,0
51268,45037,49449,54142,51428,39299,0,0,67746,69021,65964,68710,88650,117877,400636
24854,0,24534,0,0,0,0,0,0,0,0,0,0,0,25713
33811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149234,158392,155244,202726,198418,199635,250647,293299,288873,130721,111327,127951,186153,108042,222591
0,0,0,197348,191226,218611,0,0,0,0,0,0,0,0,0
124424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,142644,0,0,0
0,0,0,0,0,120529,0,0,0,0,0,134989,0,0,0
151962,174592,164013,0,0,0,0,0,0,0,0,0,0,0,0
136546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,169578,0,0,0,0,0,0,0,0,0,97969,0,120373
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111394,109385,85557,0,0,112803,0,120283,117977,95618,100681,102797,125827,106582,151399
0,0,0,0,0,0,201706,0,174446,0,0,0,0,0,0
0,125109,0,0,0,0,0,0,0,0,0,138732,0,0,0
110343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,157585,0,0,0,0,0,0,0,0,0
0,0,102164,107736,131556,146365,132769,127723,130414,119793,0,0,100590,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,64131,237359,0,101509,0,0,0,0,0,0,0,58021,0,47060
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,169335,0,0,0,0,0,0,0,117257,0,149375
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,161687,0,0,0,0,0,0,0,0,0,0,0,0
0,0,136785,0,145845,0,0,0,0,0,0,102880,0,0,0
0,0,0,0,176138,0,0,0,0,0,0,0,0,0,0
0,0,199868,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,52800,0,82231
0,64262,0,0,0,0,0,0,0,76411,76026,0,98349,0,52805
0,0,0,64780,131043,0,154931,143651,171214,0,0,0,0,0,123495
0,0,0,140015,130378,0,0,0,61560,0,0,0,0,0,0
0,0,0,0,0,0,194999,0,173348,0,157949,0,0,0,0
0,0,0,0,0,0,74527,0,74320,77452,0,0,152754,0,124907
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,55932,0,0,0,0
0,0,0,0,0,0,0,0,0,295689,335613,395267,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,177641,0,0,0
0,0,0,0,0,0,100985,0,0,0,0,0,0,0,0
0,0,69947,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,32358,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,359268,0,0,425202,0,0,0,338989,0,371190,0,0
0,0,0,0,0,0,0,0,0,480992,455639,0,0,0,0
0,0,0,0,0,0,0,548817,0,0,0,0,0,0,0
456737,0,0,0,0,0,408451,335190,438130,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,182371,0,0,135919,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,159591,196713,0,0,0,0,0,0,0,0,0,0
0,0,0,110664,104192,0,122425,0,123848,102821,115820,114908,165623,135070,0
0,0,0,0,194079,0,229933,0,231577,0,196820,201400,0,0,0
0,0,0,0,112636,0,171785,279429,214142,0,117907,0,0,0,0
0,0,0,0,0,0,0,0,113305,143870,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207433,213741,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,157026,0,0,0
0,0,0,96272,75300,85324,0,0,40587,168405,203606,200690,0,0,0
133203,0,143934,0,0,0,113727,124755,0,0,0,136207,0,110888,143996
0,0,0,0,0,0,0,0,0,5907121,6364610,5964102,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,232236,0,1679813,0,344191,0,297537
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,59168,40168,0,0,0,0,0,0,61455,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,64225,0,0,0,0,0,0,0,73409,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,56496,0,56531,0,0,0
0,56784,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,706198,669790,628546,207624,36630,209516
0,0,0,0,40632,41810,0,30182,0,44671,0,53196,0,8012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,86100,89266,71556,0,0,0,0,0,0,19472,0,0
0,0,0,0,0,92468,0,0,0,460267,428237,543472,102596,72684,102456
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53132,32927,0,73834,41676,51490,274665,30020,44338,28083,165006,36578,29292,260263,45018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,127002,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,111502,92371,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,35957,33525
0,0,60312,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,136734,144505,137845,116562,116293,147161,0,0,117605,0,0,0
0,0,0,0,0,143413,0,0,0,164914,0,0,0,0,0
0,0,0,0,0,0,0,0,0,426539,407611,444349,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,22879,0
0,0,0,0,0,0,83601,93074,107449,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,167286,0,144701
0,0,0,0,0,0,0,0,0,0,100396,0,0,0,0
0,0,0,0,0,0,0,0,0,382100,444042,384240,256689,0,272932
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,51793,78140,84548,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,87198,0,71582
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,77286,0,74381,0,0,0
0,0,0,0,0,0,0,0,0,76448,0,0,0,0,37612
51673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65358,98016,0,100305,0,68780,0,0,125540,0,80133,0,0,61116,0
0,0,0,85172,0,0,0,73608,0,0,0,0,0,0,0
69135,77933,0,0,53984,67576,0,0,0,44588,70618,0,67462,0,0
110327,109939,136005,110840,96067,125574,148280,0,147661,75339,0,0,107461,43837,93235
103906,105994,0,125343,71810,91849,138621,0,128244,81030,77851,65787,101894,0,0
0,0,0,63226,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,19280,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,79000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,463933,604572,722118,723356,732422,705575,689949,705049,646743,706108,692725,653663,235185,680195
0,0,0,0,0,0,0,403827,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,262571,266579,268430,427875,303567,533021
0,0,0,0,0,0,0,0,0,0,0,0,108814,0,105649
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48214,0,0,0,0,0,53270,0,92802,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,77447,116245,0,0,0,29480,0,1193564,1473781,0,0,57871
0,0,0,0,117778,0,0,0,0,0,0,0,0,0,0
0,0,0,1280488,1333873,2413536,601283,535980,580782,3878342,4496788,4677572,564675,116492,610408
0,0,0,99851,150434,132412,310340,390500,413353,0,89742,98643,107477,0,93851
0,0,58444,0,0,0,95314,102950,80183,0,0,0,0,0,0
0,0,0,149391,130239,81641,0,0,0,69391,100732,96373,0,0,0
0,0,0,0,0,0,0,0,35498,177373,167807,205949,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,45664,0,0,0,0,0
163456,145075,249724,388429,393445,307482,297624,381378,360839,240053,275563,308301,242402,0,290942
0,0,0,0,0,0,0,0,0,0,30013,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2544250,2467646,2610382,0,0,0,418007,29075,520663
70002,60452,66888,90128,98245,99941,137913,140582,152009,42457,23948,37998,100173,37414,93218
0,59801,79565,62406,62612,59193,27799,145467,179212,0,0,0,79505,0,99909
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52497,0,0,0,0,0,0,0,49119,0,0,31923,0,0
0,0,0,0,0,0,49213,58847,75246,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,82371,0,0,0,315808,307350,359274,0,0,0
42707,0,111112,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388350,2383691,3244679,2812702,2814127,2659798,2293081,2388236,2441154,2155345,2263713,2654360,2684844,790707,2909737
0,85212,0,0,121874,0,0,0,141236,0,79493,73428,125118,0,141192
0,0,119703,0,0,0,0,87318,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,326257,399330,386871,0,0,0,0,0,0,0,0,0
0,0,0,209490,342957,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,46798,0,0,0,0,34803,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,270038,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4259088,4509898,4601822,0,0,0
0,0,0,0,0,0,0,0,0,115160,146296,156630,0,0,0
1150270,1082650,1122800,460243,480427,373339,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,8871594,9932592,9215460,0,0,0
0,0,0,0,0,0,0,0,0,2508330,2904075,2829633,0,0,0
0,0,0,0,0,0,0,0,0,327854,341211,403475,0,82746,0
0,19540,0,0,0,0,0,0,25536,231169,230965,248199,107307,0,40066
257372,0,0,0,46514,61027,0,0,0,0,0,0,68691,0,0
0,0,0,0,0,0,0,0,0,0,117045,164893,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,143944,181985,0,0,0
0,0,0,0,0,0,0,0,0,114787304,140443792,127254840,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,117688,178566,148571,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,30375,0,0,287566,121404,342154
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2603741,2486850,3127239,0,597164,0,0,0,0,0,0,0,0,0,0
0,0,47147,2307709,2763744,4210762,0,299358,334705,1153052,1422586,1569657,170625,0,187832
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520207,558451,620891,0,0,0,565781,639449,753572,0,0,0,0,0,0
66996,70213,113659,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3090612,3630637,3379368,7074942,8929664,9672146,0,0,0,243006,39101,261979
387680,466085,525642,438255,461579,450404,659086,948053,830931,0,0,0,0,0,45742
0,0,0,72681,0,0,0,0,0,81454,72343,69236,185904,74554,162967
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994162,1093324,1416979,1472069,1594200,1394556,1244364,1340330,1287172,1300680,1500000,1509486,46532,199934,658476
38797,25049,43414,146228,31720,43385,1106159,1229505,1155602,153676,153625,161104,436922,126280,468106
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,36682,0,0,0,0,0,0,32336,17505,0,0,27133
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,113948,116705,125712,0,0,0,0,0,0
103441,0,0,192395,233540,249852,92979,105731,0,225268,192384,195193,138494,0,198480
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330716,345415,347628,268568,296037,239172,134377,176643,230704,190448,209394,220867,262113,0,233345
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,282779,327389,339279,0,0,0
26101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,92556,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,76140,76775,0,0,0,0,0,0,0
0,0,0,129491,0,0,0,0,0,95304,0,0,120690,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,423204,0,445972,0,0,0,0,0,0
65086,39558,149713,83612,65260,52052,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249170,248735,253739,143743,178668,127414,0,0,0,184165,181937,189112,156919,109134,235013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,158904,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,168099,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135254,125063,0,418052,454662,491485,0,0,0,0,0,0,0,0,0
92162,116318,0,189190,203773,171494,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,707688,725428,860001,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1482672,0,0,0
0,0,109382,351066,378947,363751,0,218953,285644,0,871444,349136,0,1139887,222313
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,222792,252269,222338,0,0,0
0,0,0,0,0,0,0,0,0,0,145314,162873,0,0,0
193893,0,0,0,0,0,497858,622623,703928,0,844391,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401045,350421,0,3354393,3557471,3098190,16717953,21304094,20535676,2122248,2370841,2239761,286702,62541,225725
0,0,0,233903,240013,239046,253501,378816,356515,0,0,0,0,0,0
81952,88583,211790,0,0,0,778923,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,55036,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35288,75257,76920,0,132430,138401,0,0,0,0,0,0,0,0,0
0,131539,0,0,252435,153519,2016971,2919844,2387517,0,0,0,0,0,0
0,0,0,0,0,0,121220,0,84657,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,40250,33708,42212,0,0,0,26565,0,27898
118239,96401,105879,104771,111747,120458,108391,105766,64951,171639,152088,98636,704435,281130,846042
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,90656,0,0,0,0,0,0,0,0,0,0,0
0,0,0,169752,173036,193084,229322,240578,212327,93823,0,47896,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14225,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,109570,0,0,0,0,0
0,0,0,0,0,0,0,74691,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73735,0,57223,42161,47321,50030,53301,0,0,0,0,0,79459,42721,56635
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,49228,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21094,0,34304,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67258,419967,90508,73755,358080,85787,254399,306083,397830,272942,57786,54058,67288,106644,105122
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185695,115793,135984,69865,69810,87932,137968,0,170696,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,129819,171285,103196,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,181698,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4599867,0,0,0,0,0,105317,0,0
0,0,0,758694,692496,526342,207937,4508549,302727,320264,325128,294957,0,0,137694
0,0,0,0,0,0,0,0,0,70038,53059,90969,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,30467,22036,0,0,0
0,0,0,0,0,0,0,0,0,1014972,1189218,1296320,0,0,0
0,0,0,68086,129665,0,204991,216073,206774,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105379,114767,110839,0,0,0,0,0,0,0,0,0,0,0,0
