Brain1,Brain2,Brain3,Heart1,Heart2,Heart3,Liver1,Liver2,Liver3,Muscle1,Muscle2,Muscle3,Plasma11,Plasma12,Plasma13
0,0,3581,39219,32480,28702,0,0,489,228035,293005,307752,4212,0,4652
0,0,0,0,0,0,0,0,0,233186,352319,330057,129139,7089,139606
0,0,0,0,0,0,8536,3846,11782,267975,379324,361408,123169,10832,122563
0,0,0,0,0,0,0,0,0,204475,296905,283106,21210,0,31831
0,0,0,5836,5819,0,0,0,0,112928,174109,179182,29216,3285,70703
0,0,0,42230,54672,42018,29533,71374,68492,4309,8399,5499,33723,3805,46657
0,0,0,0,61270,0,0,0,0,0,0,0,0,0,0
0,0,0,46204,81120,61426,14573,10469,0,7261,0,4038,0,0,0
0,0,0,68343,85813,135710,68792,71904,68622,45346,32337,35701,0,0,20664
3286459,3375679,3506861,10029282,11264830,12210672,9560505,11156577,10821689,2129409,2616153,2701123,845750,252987,872488
0,0,0,177927,156630,174286,8580,33595,10577,74443,75336,59055,0,0,4813
0,0,0,0,0,5128,0,0,0,116185,165404,161175,0,0,0
284435,297746,413479,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5151,13209,11529,82430,145178,144200,27711,0,43183
9905,10136,33313,520174,1051080,52503,56238,5245,9594,38281,12362,123157,99016,17995,45980
0,0,0,316817,324589,351050,0,0,0,25081,26695,30746,0,0,0
0,0,0,78302,210861,4994,4428,0,0,0,0,0,0,0,0
4435,5311,7969,138910,186425,252897,67171,96370,115873,39783,102809,87473,0,0,0
0,0,0,0,0,0,205858,250906,213957,0,0,0,0,0,0
29026,30374,49409,61445,24894,36158,22897,61514,46697,38617,55243,21735,65794,10387,47664
24852,30374,49409,52056,8591,0,101133,128568,121645,116625,55243,21735,65794,10387,47664
81283,95821,87336,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,27088,16722,25542,0,0,0,68700,79823,86327,3258,0,0
0,0,0,5782,4286,3527,0,0,0,31797,42910,22901,0,0,0
0,0,0,0,3986,3845,0,0,0,52728,121211,116862,0,0,0
0,0,0,0,0,0,0,0,0,0,8684,2848,0,0,0
0,5064,0,60596,71776,47899,142899,112581,133841,16843,5995,3882,28663,0,26520
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,33909,44788,26557,24294,36922,32882,12268,21249,33419,50784,6302,74209
0,0,0,0,0,0,127378,155192,136925,0,0,0,0,0,0
0,0,5624,46653,72046,52897,171321,210509,200918,0,0,0,4781,0,0
49954,68621,38356,0,0,0,8721,38841,27039,0,0,0,0,0,507
0,0,0,19973,49638,59917,33687,28645,24566,141841,157506,238229,47593,4506,64480
0,0,0,0,0,0,0,8743,12185,0,3844,0,31849,0,51734
0,0,0,0,0,0,15317,40424,20553,47133,83776,107135,8048,0,33504
17771,31606,92503,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,331429,777802,87859,0,0,0,0,0,0,0,0,0
10696,15016,16454,27984,67859,91025,646523,998585,989630,3038264,3775012,3879706,879814,279444,1039405
0,0,0,0,0,0,253891,299382,284492,1347067,1714312,2054781,503326,106890,473408
7172,12925,9327,29791,26228,18197,23794,7860,14961,9898,17882,18266,22005,0,7863
0,0,0,0,0,0,129217,175831,179162,128422,188582,208471,182642,9473,173912
42692,50184,68158,0,0,0,10100,16165,18628,26573,52416,27344,154611,9825,155762
0,0,0,0,0,0,0,3929,0,0,0,0,120877,13954,144035
5342,5197,19384,15285,35565,54150,62620,69290,72543,57426,100128,75042,35316,5589,7779
957,7514,2346,96781,39912,81149,85179,113019,203525,41126,43605,75849,33036,2749,22445
68002,42147,30772,174172,92968,27104,233745,219808,203525,47238,0,28072,154985,90321,140794
0,5031,5163,225021,315501,238105,132537,152331,140876,91284,9231,0,293058,105829,291251
0,0,0,0,0,0,0,6365,0,45695,69257,72313,0,0,0
0,0,0,0,0,0,91620,106252,136632,174115,219314,219897,31002,0,37382
0,0,0,0,0,0,218354,297301,356349,125501,219314,164318,30930,0,37382
0,0,0,0,0,0,188620,252979,277311,0,0,0,40354,0,96668
0,4558,10040,0,0,0,208374,253669,252108,13738,32764,11494,58663,0,72589
0,0,0,0,0,0,62449,91869,95712,79338,88334,124732,149070,9675,125816
0,9237,5207,0,0,0,0,0,1227,8090,16447,54523,211036,20019,211935
0,0,0,0,0,0,9053,8386,0,0,5650,5453,39726,0,27680
3867,0,0,0,0,0,9355,5556,9139,0,0,0,68234,4441,60866
0,0,4977,112648,125572,115510,5229,20928,7220,97422,132252,75548,49184,14696,26745
0,0,0,0,0,0,601,0,0,131574,202475,249252,83543,7545,95598
0,0,0,69077,103539,85040,42994,69490,39139,0,4815,0,20491,0,20520
0,0,0,136803,190395,141563,239806,324248,283844,0,4815,0,3482,0,3069
0,0,0,19227,38293,19311,16627,10665,47049,12052,18864,3621,45665,6746,72044
0,0,0,2530591,2412043,2671364,0,0,0,457369,560996,643565,0,0,0
8789,10842,0,32680,0,30426,0,0,0,44370,34814,90945,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,112581,105188,92012,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,46811,0,117664
0,0,0,0,0,0,0,0,0,0,0,0,34302,0,42119
0,0,0,0,0,0,0,0,0,0,0,0,225140,23647,226472
0,0,0,0,0,0,0,0,0,0,0,0,716697,487906,490906
0,0,0,0,0,0,0,0,0,0,0,0,215642,23647,226472
0,0,0,0,0,0,0,0,0,0,0,0,674587,344525,811229
423519,341070,438290,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,38828,13093,0
16140,49739,215501,0,0,0,0,0,0,0,0,0,0,0,0
32657,10354,17337,22659,28335,30483,22544,16107,22749,26909,26456,20209,13660,0,12802
2506,0,0,7949,9271,13044,216696,260870,264854,0,0,0,0,0,0
79324,92715,91596,25665,53512,81724,73521,67454,52735,7279,64541,59262,774746,180814,609643
0,0,0,0,0,0,294340,317157,301887,0,0,0,0,0,0
0,0,0,112125,121299,85563,650804,811697,864202,0,0,0,7007,0,8525
0,0,0,4399,0,0,0,0,0,23062,75569,74981,0,0,0
0,0,0,0,0,0,0,0,0,493882,664001,683079,0,0,0
0,0,0,0,0,0,0,0,0,365662,382152,421494,0,0,0
0,0,0,19222,26608,39035,0,0,0,102647,140613,136128,7010,0,6315
0,11482,0,164765,165966,173658,1727068,1912552,1999033,0,0,0,63019,0,30559
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,159120,201902,198456,0,0,0
0,0,0,23844,16439,31357,0,0,0,123569,159993,166788,13220,0,11150
0,0,0,0,0,0,0,0,0,116794,121166,147688,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,97486,0,175605
0,0,9699,0,0,0,0,0,0,0,0,0,180534,7022,175605
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13438,17213,46179,225364,222313,209947,519000,622026,623670,0,3150,0,181949,24835,203969
0,0,0,7684,10616,9442,0,0,0,1006420,1332048,1440762,9148,0,10575
6585862,6796209,9352834,93006,85200,32790,32521,25628,27957,49070,14776,23811,544017,59924,454176
0,0,0,0,0,0,0,0,0,87662,117865,130471,0,0,0
0,0,0,150905,144177,136873,161249,217537,218624,2262,11829,11078,3922,0,4165
138424,193130,539824,234432,268328,222004,772560,715255,835117,3535,0,0,77771,3266,61401
0,0,0,0,0,0,0,0,0,53240,63073,63907,0,0,0
0,0,0,87560,99992,123942,45201,58074,53597,4069974,5500765,5790948,325745,52832,290678
0,0,0,146096,182484,231406,137198,184807,156853,2113596,3065131,2750134,190861,26000,188828
0,0,0,0,0,0,0,0,4110,461699,607420,587717,13807,0,14588
1237665,1165452,1451078,0,0,0,23853,13085,10495,0,0,0,34334,0,46522
0,0,0,4482,25999,5605,0,5187,17529,359648,504108,498769,3088,0,4275
3294,6880,0,232499,326482,329810,352057,446972,422723,1844460,2511126,2669175,460038,108323,446741
0,0,0,16193,9518,33541,116331,127124,166264,1272326,1686208,1758970,194561,26247,201608
0,0,0,76014,94564,123670,150441,167239,190876,1088816,1706550,1610762,173719,19724,194392
0,0,0,76014,94564,123670,115368,135672,133713,3114028,4252850,4104166,276798,39414,278337
0,0,0,602702,589138,434031,439856,487438,552894,332043,324325,330466,0,7681,31084
0,0,0,0,0,0,6872,0,15317,314150,415281,467252,16670,0,17994
143924,137471,187401,0,0,0,0,0,0,0,0,0,1195,0,3841
436502,468194,460317,203036,269092,250602,324873,380904,473371,168566,186765,168328,531667,95153,573064
4899,0,8927,0,4974,49355,168789,149926,134999,0,0,5495,218611,16317,209733
0,0,0,475272,642031,742305,297719,340697,371272,2542392,3365950,3450465,379054,78455,340738
0,0,0,5085,20552,22212,5428,19241,0,702017,991660,874092,15366,4248,25760
0,0,0,147317,472502,16504,680,6122,0,1502,0,10471,2671,0,0
70938,87537,90689,1007699,1260248,1527639,1487003,1847115,1681954,26443532,37861532,38830868,4207874,955144,4738737
7324,5560,6859,324501,428494,515213,784867,917881,913678,6744594,9442982,10179052,1626469,418649,1669970
0,0,0,1701073,1828395,1939873,632854,754774,745332,1128696,1268438,1357869,83048,70242,150372
0,0,0,8765,17819,24570,90032,113607,120175,2307262,3228883,3318393,296998,78374,367991
0,0,0,0,0,0,4714,9219,4327,225941,331161,305114,65719,4651,77138
4166,4826,5738,754032,939110,989984,386763,451015,425326,1433047,1392206,1454801,251697,95772,289325
0,0,0,0,0,0,0,0,0,223345,310010,305990,45158,4769,20400
0,0,0,3663,0,0,333836,307292,341739,0,0,0,0,0,0
11106,0,0,9270,0,0,0,0,0,13106,30091,8542,136285,32629,142928
0,0,0,15645,15354,0,13653,14501,14550,123756,206152,45876,0,0,0
0,0,0,0,0,0,0,0,0,218333,265188,282065,4922,0,0
11105,6438,12698,204933,388082,317095,234696,292178,291919,1306467,1926937,1847958,496876,181573,590209
197430,207595,253208,691861,1143873,1385982,1512555,2022167,2156504,2249406,3294951,3106318,1019460,240592,1168592
0,0,0,11177,10190,35681,61367,89606,80834,1740612,2535300,2331520,263451,24705,339800
436387,489968,510120,1008283,1295294,1806809,3661228,4290194,4512986,22411266,28933828,28713262,10230398,2528229,11688935
822725,756410,881666,3755761,5279081,5595439,3216636,3612400,3682174,103157440,154171664,139050432,18157540,3286322,18029454
14403,16538,18988,0,0,0,32154,0,0,0,0,0,30627,0,54542
174175,182110,179469,344804,434785,475029,654674,782712,710128,18583878,26398012,26209984,3177913,795515,3571788
0,0,4538,584764,967608,1143948,304423,400675,425386,821484,1139312,1144813,75006,7935,130606
10035,7604,17584,936053,1273497,1568760,229414,250508,279267,1876408,2383466,2649401,206643,19711,224757
0,0,0,29841,59012,36788,12291,11006,18798,1552106,2223094,2177235,113298,4449,116360
0,5087,4535,82183,131446,139552,64256,77204,86764,432291,707472,652277,187056,43787,129894
28844,17923,11991,226346,313881,340406,73366,82965,73120,1295900,1291971,1473669,340937,112402,401949
65272,54687,114250,1041616,1613456,2288934,1097382,1377065,1483759,1078930,1576696,1803622,333283,67089,323626
40088,26698,34781,233727,307186,643663,101583,130686,148386,1561219,2142263,1910936,184853,75241,258443
0,0,0,52212,69473,66812,41251,38862,32119,800066,1174941,1082380,148457,16979,229113
0,0,0,5265,0,15790,0,0,7526,837854,1143386,1101088,41166,0,36990
439703,475084,532900,1392033,1971776,2530874,2686237,3397865,3522448,8096502,10146035,11526923,2135648,515845,2203124
0,0,0,0,0,0,0,0,0,43151,78418,75651,0,0,0
68829,63814,85304,0,760,0,287954,325749,349552,6385718,8864071,9337424,4090127,735217,3868797
0,0,0,0,0,0,9554,12394,19295,230897,351449,325704,236511,37121,234384
0,0,0,0,0,0,12887,16550,12842,95609,140954,155092,143296,33066,133613
0,0,0,0,0,0,20717,22452,19295,178174,351449,325704,242615,33221,225324
0,0,0,0,0,0,0,0,0,27572,139763,107399,0,0,4893
0,0,0,69712,91552,95387,15026,9397,31889,388852,370881,351967,73113,19558,89753
0,0,0,79118,144251,250268,40914,54656,35030,68818,107030,126848,0,0,0
0,0,0,109281,144251,250268,5126,13660,21509,161191,190081,234677,0,0,0
0,0,0,11229,95794,7021,8716,0,4513,689865,911551,1063913,63608,10076,33609
0,4767,10497,81130,64696,255641,29747,36894,45183,693614,774922,939630,69576,0,53832
0,0,0,5291,0,0,0,5735,5731,347576,553270,451833,11863,0,32362
1127,0,4541,38766,35335,68675,98693,113115,102819,569477,660336,669964,75818,2625,110165
0,0,0,0,11768,13226,10464,21141,25094,654397,868146,945361,98982,0,105565
0,0,0,0,0,0,0,0,0,63487,119352,75730,0,0,0
26909,7360,4633,106118,136324,198518,1115160,1252658,1424746,2514030,2940638,3570578,559737,111494,564931
0,0,0,0,0,0,0,0,0,25238,50078,37271,0,0,0
4532,7603,14493,146172,283030,346400,1115160,1252658,1424746,1254147,1773207,1678001,527440,132806,615641
7192,11876,24663,0,0,0,349279,365030,406653,1940044,2736946,2941079,1186854,235942,1194372
301752,298163,292418,0,0,0,674752,764212,826658,244332,289114,379140,285382,56666,357239
0,0,0,0,6043,0,336607,378500,365616,488387,566439,720476,417322,69545,433959
0,0,0,0,0,0,60861,76540,58478,239237,331274,343826,128594,1242,106933
12733,0,0,3152,0,0,0,0,0,194693,174422,193980,0,0,0
3194,8492,16587,26896,24019,25003,17999,25683,20683,9253,20178,15443,16898,0,18118
3814,0,0,0,3808,8169,13837,26618,14942,0,0,0,65311,0,50298
0,0,0,38380,16216,36817,53273,14351,23220,47654,47788,45050,182280,20979,167639
0,0,0,2855470,3138447,2501539,1629121,1786101,1908236,115130,115254,153026,219303,8488,195955
0,0,0,566542,656484,706762,118163,131023,126346,1132508,1285456,1343496,88894,0,77101
0,0,0,0,0,0,0,0,0,50709,83784,104274,0,0,0
51089,94986,150849,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4522,8262,13834,18221,24929,16347,319436,419069,459855,24180,3907,20423
0,0,0,5656,0,0,14205,2908,2542,589084,750419,692424,41310,4919,37006
0,0,0,144028,214061,262062,168736,196758,162373,616016,775674,869161,141205,14140,146589
0,0,0,151761,213037,262062,131516,141387,141337,1468516,1960691,2226688,245362,21412,262850
0,0,3644,172166,215426,290766,227759,253154,224758,1042297,1185013,1245089,142471,9573,221967
0,0,0,0,0,0,0,4298,0,168039,264572,263599,8171,0,20772
5192,0,4602,61970,34990,88799,47987,56533,31921,852482,1155798,944081,136853,34168,187395
0,0,0,45519,101308,89983,252801,275350,274210,358712,417942,405766,151258,10753,164373
0,0,0,6891,35029,54764,40732,72089,59970,1221941,1149876,1202127,225761,15906,243038
0,0,0,12500,42684,35612,62861,116407,121758,170285,211869,233587,38072,0,34232
0,0,0,0,0,0,88768,98565,116893,0,0,0,0,0,1131
0,0,0,0,715,7942,5792,16922,11568,1221941,1748236,1746447,127457,4232,123068
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105223,50870,79523,64002,13268,27852,41599,0,0,43053,37705,70691,222770,21333,225790
0,0,0,0,0,0,71950,29712,33484,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134455,160685,283736,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3394,0,7497,0,0,0,0,42973,6971,43879
5303,6686,0,8716,12521,9122,121559,140983,133468,0,0,0,1600552,1121717,1360756
0,0,0,44480,0,6298,78137,84719,67795,0,0,0,0,0,0
0,0,0,6666,10460,3911,134200,177146,198997,0,0,0,0,0,0
113765,104374,154816,53910,57581,16386,6165,11310,76060,18717,0,24724,111984,3873,151911
96821,138904,191539,194787,133198,167641,19930,93002,61900,0,0,0,63734,81888,29591
203823,265992,454444,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,90599,172798,162449,15399,0,9725
0,0,0,32119,40827,25284,216587,220628,211753,0,0,0,0,0,3483
283336,328825,517437,10624,5375,8085,57563,58947,91164,0,3612,3979,19301,0,30611
0,0,0,0,0,4458,6936,3480,9530,507897,682662,655041,86421,7374,105971
47270,49257,135964,20229,24186,14851,49629,18108,37529,0,0,0,0,0,0
0,0,0,18267,22985,10415,156550,203743,221069,385068,554249,506763,199160,0,211579
0,0,0,0,0,0,0,0,0,97859,141354,131185,0,0,0
0,0,0,0,0,0,12798,32996,21140,128770,208183,138974,83468,0,63348
0,0,0,5345,2399,5682,79713,88044,97004,326962,366378,376955,295204,96545,328521
0,0,0,0,0,0,3715,0,0,242853,292997,290825,687,0,0
0,0,0,0,0,0,0,0,0,39719,23645,10406,24129,5088,41896
0,0,0,0,0,0,0,3713,0,38776,47644,35603,86686,4089,69986
0,0,0,0,0,7171,0,0,0,248164,540489,415868,9545,5866,12044
128031,128038,164542,979245,1611953,2308935,343969,416104,453882,12213885,14193480,14814232,1272783,339105,1337203
0,0,4951,22288,24035,64691,219486,232779,240068,929954,1066039,1057896,441919,98098,601688
0,0,0,0,0,0,67915,96070,61351,373545,490186,664193,187741,22065,226677
0,0,0,0,0,5310,7722,4745,11173,829763,1125185,1073092,120598,7070,155083
0,0,0,0,0,0,0,0,0,0,22230,31707,9282,0,4214
0,0,0,0,0,0,0,0,0,22528,40464,38207,0,0,0
257954,293042,296830,350099,378822,314580,271120,329502,325843,296414,323042,326679,159378,7460,140729
195466,207951,242300,251642,255421,228734,227237,256087,232507,211238,228404,234251,126081,35777,112022
21712,19283,34933,7323,9963,5259,62411,68111,94965,16999,19765,13104,9616,14140,16262
156793,150183,203919,206712,229976,209409,204638,199401,212611,183712,210437,203152,79972,5853,70820
121313,118819,170113,204963,199486,176884,157120,168304,168716,174553,190940,194580,87951,7095,80772
60372,73019,62204,78263,77370,83475,77735,51544,63878,68493,89698,69675,439400,394026,608094
0,2161,5627,0,0,3456,3575,0,0,0,0,2186,91708,34034,90729
340,2314,4987,2370,0,432,1627,5082,2060,0,2430,0,28138,6636,25518
25096,17609,38965,56276,49574,57337,36189,44927,55855,40366,52132,53900,32159,0,24585
33723,24668,47377,73923,78159,71555,55561,51606,52444,63824,69989,72436,34172,4092,31486
79806,72816,60410,66488,66157,83621,66895,55630,42186,78819,69111,78491,374664,314818,577547
0,2635,0,0,0,3160,4015,0,0,0,0,2662,82550,30636,107668
0,3049,0,0,0,3426,2321,4243,0,0,0,2662,23342,11227,36433
0,0,0,0,0,0,0,0,0,3409,4048,5856,151049,4058,31354
0,0,0,0,0,0,0,0,0,0,0,0,20104,0,2641
0,0,0,0,0,0,0,0,0,0,0,0,84231,3475,19367
0,0,0,0,0,0,3400,0,0,17705,15738,15206,269999,15390,74280
0,0,0,0,0,0,0,3756,0,346,0,0,26186,0,5793
0,0,0,0,0,0,0,0,0,0,0,0,13592,0,8399
0,0,0,13690,28195,16836,52779,74523,65989,0,0,0,1378,2913,0
151844,140134,127058,115629,105601,116437,513434,629780,638519,3886,0,0,74653,0,53535
244157,231318,266131,227098,230456,234273,827459,1083124,1113662,10701,2973,8710,18027,429,18418
543897,460551,548038,71764,78735,73565,446122,545235,448348,28481,12367,6335,0,0,0
1471,0,6332,0,0,0,190494,222493,188829,0,0,0,0,0,0
139532,130632,104336,27615,25939,27891,209219,232453,186651,3626,0,4517,0,0,0
795319,743932,766000,0,4435,0,591697,691759,701581,0,0,0,0,0,0
104032,65934,63166,4561,6417,0,118738,85283,101564,5845,0,0,22098,0,0
191457,193052,190788,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,55827,11783,25984
0,0,0,0,0,3708,342645,316145,325701,0,0,0,0,0,0
9519,11332,6857,0,0,0,0,24770,29319,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,239316,31905,197764
0,0,0,4089,3782,0,42409,69504,58262,0,0,0,105109,0,100886
84050,83395,89565,108294,103546,94484,86374,97646,97152,83070,81748,95175,9892,7574,16624
0,0,0,0,0,0,7021,0,0,0,0,0,0,0,0
225148,278142,424720,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3570,14508,13400,0,0,0,42659,47191,64324,96402,7971,108701
9774,5338,10819,0,0,0,8880,9665,10370,15925,0,0,17109,0,18659
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3935,247439,208338,238743,0,0,0,0,0,0
570332,525724,683045,90845,51900,31766,0,0,0,0,0,0,4803,0,7981
144634,199216,256689,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7061,0,0,137702,174597,159932,0,0,1810,18243,0,30542
97005,112467,126244,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,45677,69573,97575,0,0,0
0,0,0,22441,8348,4352,0,0,0,101256,148741,155307,16165,0,27231
0,0,14071,0,0,0,61952,89184,99326,0,0,0,63229,3725,41846
0,0,0,0,0,0,4802,0,0,0,0,0,1085942,375753,1003041
0,0,0,0,0,0,105378,145800,150544,0,0,0,0,0,0
3141,0,0,80684,86902,86124,0,0,0,4554,0,0,0,0,0
194662,250986,355663,0,0,0,0,0,0,0,0,0,504,0,0
0,0,0,0,0,0,206270,212460,195821,0,0,0,0,0,0
353689,470535,607839,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,659,589,19200,0,0,0
0,0,0,48588,21436,24223,0,0,0,182788,267754,300864,116370,5672,128047
442,0,0,68684,81923,79945,18306,31921,32612,52414,62590,71760,5442,0,18524
0,0,0,0,0,0,71689,67802,99323,0,0,0,0,0,0
0,0,0,0,0,0,136413,151597,118461,0,0,0,0,0,0
0,0,0,6268,7620,4306,229965,202430,227847,0,3759,0,16350,0,5341
0,0,0,0,0,0,211026,244487,241974,0,0,0,0,0,0
0,0,0,0,0,0,68731,71287,96592,0,0,0,0,0,0
0,0,0,0,0,0,31712,80477,62402,0,0,0,0,0,0
0,0,0,0,0,0,34106,85887,66824,0,0,0,0,0,0
0,0,0,237181,240416,276614,0,0,0,364116,387307,439981,0,0,0
0,0,0,12628,9383,3343,20419,26807,41738,0,0,0,0,0,0
374,3942,1935,44813,51544,54472,355212,417640,404324,533,3880,0,0,442,0
0,0,0,0,0,0,28790,54316,52806,0,0,0,0,0,0
0,0,0,0,0,0,25204,33892,21933,0,0,0,0,0,0
0,10603,0,0,0,0,70007,110179,109394,0,0,0,0,0,0
0,0,0,0,0,0,8041,15267,9399,0,0,0,0,0,0
45536,117948,203343,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,108822,192968,168577,81969,123621,103887,1502860,1922901,2085571,130476,10365,145126
10510,5202,4915,20638,60982,47332,5649,22512,2822,73567,108974,111014,0,6133,0
16112,6637,13991,41621,60982,65991,0,22512,21863,75650,137431,111014,4872,8348,0
0,0,0,35624,68869,79362,12325,22977,18113,1381188,1683636,1777674,61590,0,42756
5091,0,0,41532,169987,0,5780,0,0,0,0,5665,5235,0,0
0,0,0,134417,608361,55971,17920,8650,0,22466,27607,59437,97029,11189,25574
0,0,0,228964,342819,498554,126366,130603,142528,70383,102609,98435,17023,0,10715
0,9048,32763,538911,919874,946443,580494,710669,751536,989226,1157972,1147530,561810,85876,614824
0,10187,23965,362868,1579919,98707,75935,38199,50431,115695,70186,416296,190583,13981,109074
0,0,0,246158,849468,202408,29649,19056,27449,105165,96952,148650,9299,4419,11060
0,5261,4283,168940,345948,323953,96369,46312,84142,285240,266712,318961,69367,0,86322
6342,4632,0,1096107,1682161,2332585,662580,677380,674702,677130,719592,673608,159879,16541,177933
9879,4632,17806,1047132,1713375,2326866,662580,677380,674702,495296,672910,673608,159879,9797,149210
222200,233852,235528,584892,775510,999396,277869,296268,312678,241216,522733,335132,236263,49319,227170
32379,45162,59472,768769,948923,1238607,226749,237670,271776,483088,633268,745288,148675,11456,127294
178901,213130,285359,2975922,4421727,5283342,3035938,3188267,3231765,4875798,5678380,5605689,2616914,596019,2719136
140626,134551,196819,2437630,3239190,3893985,640193,683809,609395,2752186,3379164,3201222,959809,218696,965220
119897,116461,116675,3505408,4222026,5823642,2417907,2708586,2619227,12939472,13995940,15440813,2304151,540377,2596679
0,8753,12088,2488076,3173305,4181748,700841,861242,911392,1816582,2372810,2632727,268270,19737,221869
0,4083,0,107957,163531,194880,83657,111329,105084,1238934,1810484,1707899,304707,56494,340999
0,0,0,0,741,0,5200,6754,14659,1239879,1755882,1686830,67081,0,83373
147376,152552,162451,890237,1188682,1448447,528191,663708,705042,5133296,5995949,5916042,910547,286850,957447
0,0,0,0,0,0,0,0,0,3376,6241,3942,0,0,0
0,0,0,136968,165734,160465,48919,114198,90500,450294,610009,496085,14056,0,7451
0,0,0,0,0,0,24119,38353,32956,62158,77595,91177,215242,51653,204546
