Index,Vip,Metabolite name,Average Mz,average RT,Brain1,Brain2,Brain3,Heart1,Heart2,Heart3,Liver1,Liver2,Liver3,Muscle1,Muscle2,Muscle3,Plasma11,Plasma12,Plasma13
6285,,w/o MS2:DG 33:2,601.4829,5.874,0,0,0,61266,76645,69911,14868,17278,0,0,0,6813,0,0,0
6286,,w/o MS2:DG 33:2,601.4828,5.991,0,0,0,48906,62385,75379,0,0,0,769,7456,0,12750,3800,13411
6287,,w/o MS2:DG 34:0,619.5329,6.476,0,0,0,14898,31543,22120,151477,209684,183659,0,0,0,1674,0,0
6288,,w/o MS2:DG 34:0,619.5307,6.378,0,0,0,26661,16828,7595,28707,43403,27049,6521,4709,3619,70992,3603,70754
6289,,w/o MS2:DG 34:3,613.482,5.858,7231,0,0,208252,204992,216457,217182,198063,146569,78238,91746,109855,112737,65336,194005
6290,,w/o MS2:DG 34:3,613.482,5.922,7231,0,0,14127,12441,20630,217182,198063,146569,8604,3306,4695,112822,14283,122386
6291,,w/o MS2:DG 34:6,607.431,3.327,0,0,3222,0,0,0,0,0,0,0,0,0,5924,0,4073
6292,,w/o MS2:DG 35:0,633.5457,7.653,0,0,4055,92519,93491,87631,129740,122338,125822,0,0,0,0,0,0
6293,,w/o MS2:DG 35:0,633.545,7.758,0,0,0,67302,61606,67263,23361,10157,32447,0,0,0,0,3214,3466
6294,,w/o MS2:DG 36:5,637.4832,5.725,0,0,0,0,0,0,0,0,0,0,0,0,29683,0,28125
6295,,w/o MS2:DG 37:1,659.5616,7.745,1910,2011,756,40646,50781,45823,56937,66493,91385,0,0,0,0,0,0
6296,,w/o MS2:DG 37:1,659.5633,7.806,11667,14899,15568,74162,68074,63542,50438,84011,91385,0,0,0,0,0,0
6297,,w/o MS2:DG 37:3,655.5309,6.813,0,0,0,0,0,0,302750,349450,374618,0,0,0,0,0,0
6298,,w/o MS2:DG 37:4,653.5151,6.516,200558,177951,155999,46209,43221,43970,412610,516148,469782,0,0,0,0,0,0
6299,,w/o MS2:DG 37:6,649.4834,7.192,0,0,0,0,0,0,0,0,0,180164,204553,204886,0,0,0
6300,,w/o MS2:DG 37:7,647.4674,6.589,0,0,0,0,0,0,0,0,0,154542,180144,195422,0,0,0
6301,,w/o MS2:DG 38:0,675.5913,7.892,0,0,3172,18829,5883,11377,345139,338355,383277,0,0,0,3111,0,4092
6302,,w/o MS2:DG 38:0_44:8,1271.2209,10.248,0,0,0,0,0,0,0,0,0,0,0,0,154265,13778,163088
6303,,w/o MS2:DG 38:1,673.577,7.322,3903,3738,6696,0,0,0,166092,210788,198122,0,0,0,0,0,0
6304,,w/o MS2:DG 38:1,673.5768,8.101,315730,333277,382175,109635,115770,140133,74295,86814,68897,3357,439,0,0,0,4079
6305,,w/o MS2:DG 38:3,669.5441,7.002,55801,47520,27967,67183,112384,66197,134907,117490,135990,12421,7592,17790,45625,7539,52863
6306,,w/o MS2:DG 38:5,665.5155,6.334,50083,47072,47099,300456,304255,289077,823965,823521,901998,8270,3806,12082,23334,542,35550
6307,,w/o MS2:DG 38:5,665.5148,6.404,197713,186601,178015,187982,170176,145703,971541,1250467,1235525,6905,3578,0,26723,0,25125
6308,,w/o MS2:DG 38:5,665.5149,4.367,76830,91120,72592,9550,30614,15082,9175,18190,8495,0,0,9096,2937,0,0
6309,,w/o MS2:DG 38:5,665.5117,6.031,0,0,0,16949,10027,0,59250,58593,23292,0,0,0,55489,2290,28388
6310,,w/o MS2:DG 39:1,687.5905,7.556,73408,42750,94425,0,0,0,75843,86960,76543,0,4284,0,0,0,0
6311,,w/o MS2:DG 39:3,683.5613,7.462,5109,5411,0,0,0,0,99139,137521,111861,0,0,0,0,0,0
6312,,w/o MS2:DG 39:5,679.5297,6.537,4103,0,0,0,0,0,188910,230686,216368,0,0,0,0,0,0
6313,,w/o MS2:DG 39:5,679.5305,6.436,0,0,0,0,7644,0,70958,121305,120726,0,0,0,0,0,0
6314,,w/o MS2:DG 39:6,677.5121,7.648,0,0,0,0,0,0,0,0,0,1446,11586,8575,9391,0,4347
6315,,w/o MS2:DG 39:8,673.4826,6.695,0,0,0,0,0,0,0,0,0,174680,194138,211616,0,0,0
6316,,w/o MS2:DG 40:2,699.5941,8.102,239902,241004,259035,451,1714,6255,0,0,0,0,0,0,0,0,3468
6317,,w/o MS2:DG 40:5,693.5443,6.72,20675,14192,6568,10238,23648,17735,235821,266090,242832,3447,0,0,17997,0,30335
6318,,w/o MS2:DG 40:6,691.5306,6.339,0,0,0,5702,18472,6370,196805,238978,219989,0,0,0,5060,0,5771
6319,,w/o MS2:DG 40:6,691.5291,6.265,0,0,0,0,537,9347,102707,53356,60484,0,0,0,54630,0,38142
6320,,w/o MS2:DG 40:6,691.5282,6.469,15561,12407,6101,0,0,0,9550,18634,36918,0,0,0,38952,0,58222
6321,,w/o MS2:DG 40:7,689.5143,5.749,0,0,0,0,0,0,0,0,0,0,0,0,16191,0,0
6322,,w/o MS2:DG 40:9,685.4827,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6323,,w/o MS2:DG 41:0,717.6373,8.786,0,0,0,0,0,0,57998,26645,63710,0,0,0,0,0,0
6324,,w/o MS2:DG 41:0,717.6389,10.233,0,5713,0,0,0,0,0,0,0,0,0,0,231124,23676,229097
6325,,w/o MS2:DG 41:0,717.6334,10.075,0,0,0,0,0,0,18336,22161,39856,0,0,0,348853,87739,303724
6326,,w/o MS2:DG 41:6,705.5434,8.253,0,0,0,5903,0,13082,0,0,0,55082,72108,63569,0,0,3787
6327,,w/o MS2:DG 41:6,705.5451,8.313,0,0,0,5903,2035,13082,0,0,0,90714,116758,108046,0,0,0
6328,,w/o MS2:DG 41:9,699.4977,6.763,0,0,0,0,0,0,0,0,0,66671,85250,103816,0,0,0
6329,,w/o MS2:DG 8:0_22:5,548.4288,3.292,0,0,0,0,8343,0,0,0,0,0,0,0,52568,0,4328
6330,,w/o MS2:DG 8:0_30:7,656.5251,5.289,0,0,0,0,0,0,0,0,0,0,10839,0,77006,3757,70926
6331,,w/o MS2:DG 8:0_32:7,684.5577,6.026,26481,63583,65875,0,0,0,0,0,0,0,0,0,71957,0,96890
6332,,w/o MS2:DG 8:0_32:8,682.5414,5.535,0,0,0,0,0,0,0,0,0,0,0,0,37779,0,21237
6333,,w/o MS2:DG 8:0_36:7,740.617,8.111,0,0,0,0,0,0,182143,175248,182681,0,0,0,0,0,0
6334,,w/o MS2:DG 8:0_38:10,762.6028,5.06,148840,132234,204129,0,0,0,0,0,0,0,0,0,0,0,0
6335,,w/o MS2:DG 8:0_44:12,842.6655,6.954,385886,414610,525870,4187,6930,0,135293,229791,216637,0,0,0,12756,3065,16552
6336,,w/o MS2:DG 8:0_8:0,362.2912,1.392,4019,0,0,0,0,0,0,0,0,987670,1052466,1092511,2050,0,0
6337,,w/o MS2:DG 9:0_42:12,828.6504,6.458,376869,387350,464513,0,0,0,134427,185753,171647,0,0,0,0,0,0
6338,,w/o MS2:DG 9:0_42:12,828.6506,6.574,215456,213568,232420,4348,0,3113,285274,386597,381243,0,0,0,0,0,0
6339,,w/o MS2:DG 9:0_42:12,828.6499,7.54,238623,293733,433374,0,0,0,0,0,0,0,0,0,0,0,0
6340,,w/o MS2:DG 9:0_44:12,856.6836,7.103,212112,222877,276629,0,0,0,0,0,0,0,0,0,0,0,0
6341,,w/o MS2:DG O-10:0_28:1,654.6416,7.3,27362,39840,139767,0,0,0,4267,4219,578,0,0,0,0,0,0
6342,,w/o MS2:DG O-10:0_28:2,652.626,7.041,38374,52397,158636,0,0,0,0,13890,3325,0,0,0,0,0,0
6343,,w/o MS2:DG O-10:0_28:4,648.5988,7.249,172929,158235,228938,39635,73623,48597,23620,11439,9575,0,0,0,0,0,0
6344,,w/o MS2:DG O-10:0_28:4,648.5834,8.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6345,,w/o MS2:DG O-10:0_28:5,646.5793,6.797,209344,245841,266616,197412,241456,188611,41242,75669,62675,0,0,0,0,0,0
6346,,w/o MS2:DG O-10:0_28:5,646.5676,8.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6347,,w/o MS2:DG O-10:0_28:6,644.565,6.698,215753,229148,290024,51991,88420,73572,153365,181231,167625,0,4134,3468,0,0,0
6348,,w/o MS2:DG O-10:0_28:7,642.5488,6.439,121654,123846,146188,3463,0,0,87418,111964,122365,0,0,0,0,0,0
6349,,w/o MS2:DG O-11:0_28:1,668.6576,7.858,7621,9302,8885,3692,4135,4135,509725,451472,549816,0,0,5001,54272,4451,14281
6350,,w/o MS2:DG O-11:0_28:1,668.6582,7.75,0,0,0,0,0,0,194432,248940,257647,0,0,0,0,0,0
6351,,w/o MS2:DG O-11:0_28:1,668.658,7.608,168121,203134,513934,0,0,0,22263,11672,22977,0,0,0,0,0,0
6352,,w/o MS2:DG O-11:0_28:2,666.6421,6.953,194492,264076,520706,4890,0,0,0,0,0,0,0,0,0,0,0
6353,,w/o MS2:DG O-11:0_28:2,666.6429,7.369,226493,389875,840317,0,0,0,8713,2984,7045,0,0,0,0,0,0
6354,,w/o MS2:DG O-11:0_28:2,666.6422,6.446,0,5167,4969,7372,1909,0,0,0,0,0,7037,0,0,3471,689
6355,,w/o MS2:DG O-11:0_28:2_w/o MS2:DG O-11:0_28:2,666.6404,6.309,133354,19309,33328,43001,41221,46685,30565,43284,27745,72061,851467,73074,101148,82642,133860
6356,,w/o MS2:DG O-11:0_28:3,664.6268,5.734,0,0,0,0,0,0,0,0,0,0,207624,0,0,0,34622
6357,,w/o MS2:DG O-11:0_28:4,662.6091,7.217,4238,11770,5016,0,0,0,187998,211569,182814,0,0,0,7972,0,5496
6358,,w/o MS2:DG O-12:0_28:1,682.6735,8.057,0,0,0,0,0,0,159704,167471,141664,0,0,0,0,0,0
6359,,w/o MS2:DG O-12:0_28:3,678.6441,7.022,5547,15295,78876,0,0,0,0,0,0,0,0,0,0,0,0
6360,,w/o MS2:DG O-12:0_28:5,674.6094,7.781,169993,187801,213564,5473,0,0,0,0,0,0,0,0,0,0,0
6361,,w/o MS2:DG O-12:0_28:5,674.6109,7.281,152226,152877,192491,0,0,4045,8467,5482,9096,0,0,0,0,0,0
6362,,w/o MS2:DG O-12:0_28:5,674.6106,7.446,0,0,0,33828,55825,54538,69913,91479,91603,0,0,0,0,0,0
6363,,w/o MS2:DG O-12:0_28:6,672.5959,7.175,298320,334838,337799,0,0,3918,7281,985,0,0,0,0,0,0,0
6364,,w/o MS2:DG O-12:0_28:7,670.58,7.105,365919,361733,468815,0,0,0,20219,0,6348,0,0,0,0,0,0
6365,,w/o MS2:DG O-12:0_28:7,670.5821,6.589,39803,45773,55331,0,0,0,0,0,0,0,0,0,0,0,0
6366,,w/o MS2:DG O-13:0_28:2,694.684,8.204,0,0,4070,37483,47949,26409,867754,656795,833569,4009,17911,12345,54388,0,74295
6367,,w/o MS2:DG O-13:0_28:3,692.6562,7.337,61861,127936,265421,0,0,0,0,0,0,0,0,0,0,0,0
6368,,w/o MS2:DG O-13:0_28:4,690.6393,7.858,3896,4085,30477,0,0,0,441140,440238,439020,0,0,0,58286,0,24258
6369,,w/o MS2:DG O-13:0_28:4,690.6393,7.753,0,0,0,0,0,0,217719,216547,250229,0,0,0,0,0,0
6370,,w/o MS2:DG O-13:0_28:5,688.6238,7.203,102536,119400,150979,0,0,0,134173,177392,172158,0,0,0,40154,0,12139
6371,,w/o MS2:DG O-13:1_2:0,332.2806,0.833,37848,36104,44578,43224,57871,33353,44554,37134,59076,70729,33179,26680,54382,81011,64515
6372,,w/o MS2:DG O-13:1_2:0,332.2805,0.773,81260,100354,111506,129383,125116,108421,115866,122272,146232,172938,101278,84440,160806,81011,179954
6373,,w/o MS2:DG O-13:1_5:0,374.3279,1.12,54636,64514,294848,0,130757,3236,0,0,0,4594,19268,6594,86977,18297,72055
6374,,w/o MS2:DG O-13:1_5:0,374.3274,1.175,10199,26412,99328,0,27175,3236,0,0,0,912,2839,0,86977,3619,72055
6375,,w/o MS2:DG O-13:1_6:0,388.3437,1.326,13236,15286,59778,344,17528,3659,1218,12534,6539,901,10337,7228,20099,4425,8005
6376,,w/o MS2:DG O-13:1_7:0,402.3592,1.698,360708,509575,2003764,103765,993679,29553,58710,53415,24397,276242,432977,265683,799353,219201,589823
6377,,w/o MS2:DG O-13:1_7:0,402.3593,1.776,54867,74959,182137,12512,117739,10528,7429,6314,5643,46052,54275,40536,172204,33992,84420
6378,,w/o MS2:DG O-13:1_7:0,402.359,3.485,132266,154374,137622,193453,209495,182266,167087,169609,138577,779152,645781,740736,212192,156455,234390
6379,,w/o MS2:DG O-14:0_28:4,704.6554,8.055,0,0,0,0,0,0,150599,155486,147185,0,0,0,0,0,0
6380,,w/o MS2:DG O-14:1_26:7,668.5651,6.477,83652,61128,57152,0,0,0,0,0,0,0,0,0,0,0,0
6381,,w/o MS2:DG O-15:0_28:5,716.6537,7.824,3934,11488,4999,0,0,0,0,0,0,0,0,0,59852,0,8593
6382,,w/o MS2:DG O-15:0_28:7,712.6247,8.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6383,,w/o MS2:DG O-16:0_28:2,736.721,8.832,0,0,0,0,0,0,36300,65755,53572,0,0,3675,0,0,0
6384,,w/o MS2:DG O-16:0_28:7,726.6427,8.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6385,,w/o MS2:DG O-16:2_26:7,694.5684,5.136,441620,402742,538428,88704,91315,57753,0,0,23238,0,0,0,0,0,0
6386,,w/o MS2:DG O-16:2_28:7,722.6096,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6387,,w/o MS2:DG O-16:2_28:7,722.6113,8.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6388,,w/o MS2:DG O-16:3_18:5,584.4747,2.551,31629,26632,22060,21899,25852,23208,13755,22598,16944,21630,33388,23989,219974,64839,202748
6389,,w/o MS2:DG O-16:3_20:5,612.507,3.273,0,0,0,0,0,0,0,0,0,0,3471,0,40655,0,39530
6390,,w/o MS2:DG O-16:3_24:6,666.5537,4.248,0,0,0,0,0,0,0,0,0,122352,141567,146264,0,0,0
6391,,w/o MS2:DG O-16:3_24:6,666.5543,2.772,0,0,0,0,0,0,0,0,0,789861,846719,843150,0,0,0
6392,,w/o MS2:DG O-16:4_13:1,520.4378,3.832,787162,719814,807157,748932,729269,783996,832765,781578,844772,10014213,10487082,9824732,906676,775940,905166
6393,,w/o MS2:DG O-16:4_24:6,664.5304,4.564,91898,102233,110913,9640,6350,3607,0,0,0,0,0,0,0,0,0
6394,,w/o MS2:DG O-16:4_26:7,690.5459,4.679,276530,321022,327077,16885,20846,30103,0,0,5882,0,0,0,0,0,0
6395,,w/o MS2:DG O-16:4_26:7,690.5457,4.997,45491,60331,67603,1420190,3578626,2986491,3360141,4205593,4200929,25206,636081,195580,0,0,4707
6396,,w/o MS2:DG O-16:4_26:7,690.5482,6.1,0,0,0,62852,95199,48660,149647,109149,144784,0,4597,0,0,0,0
6397,,w/o MS2:DG O-17:0_28:2,750.7373,9.096,0,0,4504,0,0,0,207410,238981,250394,5245,5341,0,0,0,0
6398,,w/o MS2:DG O-17:0_28:7,740.6587,8.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6399,,w/o MS2:DG O-17:2_26:7,708.5976,7.369,0,0,0,0,0,0,0,0,0,101952,0,108824,0,0,0
6400,,w/o MS2:DG O-17:2_28:7,736.6289,8.274,14099,20205,59295,0,0,0,0,0,0,0,0,4197,0,0,0
6401,,w/o MS2:DG O-18:0_28:2,764.7541,9.356,0,0,0,0,0,0,395632,453559,453720,0,0,0,0,0,0
6402,,w/o MS2:DG O-18:0_28:3,762.7391,5.686,15100,22472,14373,64506,124406,58728,0,35711,93582,0,0,0,0,0,0
6403,,w/o MS2:DG O-18:0_28:3,762.7354,8.954,0,0,0,0,0,0,50129,91363,69598,0,0,0,0,0,0
6404,,w/o MS2:DG O-18:2_28:7,750.6482,9.234,84243,83690,118735,0,0,0,0,0,0,0,0,0,0,0,0
6405,,w/o MS2:DG O-18:5_18:5,608.467,4.066,0,5851,8382,0,0,0,0,3224,0,0,0,0,71588,0,43186
6406,,w/o MS2:DG O-18:5_18:5,608.4748,3.062,0,6048,0,3369,15344,2439,0,0,0,0,0,7250,29463,8673,45673
6407,,w/o MS2:DG O-18:5_22:6,662.514,5.459,0,0,0,219918,249545,269335,1697390,2409025,2020151,0,0,0,0,0,0
6408,,w/o MS2:DG O-18:5_26:7,716.562,6.283,2373126,2539822,3028923,310716,355869,292585,370508,509950,480604,45793,25528,36016,3327,0,0
6409,,w/o MS2:DG O-18:5_26:7,716.5604,6.18,295378,240768,378706,382704,392501,384154,983097,1352826,1515755,50891,60855,42486,0,0,0
6410,,w/o MS2:DG O-18:5_28:7,744.5927,6.9,688999,829009,1265736,92823,94791,85381,0,0,0,636,4172,0,0,0,0
6411,,w/o MS2:DG O-18:5_28:7,744.5946,7.57,0,0,0,13072,8258,22382,59388,79809,88226,0,4923,4843,0,0,0
6412,,w/o MS2:DG O-20:0_28:2,792.7842,9.766,0,7272,0,0,10584,0,174398,208773,217639,4340,8074,7409,0,0,0
6413,,w/o MS2:DG O-20:0_28:7,782.706,8.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6414,,w/o MS2:DG O-20:4_28:7,774.6411,4.662,0,0,0,0,0,0,0,0,0,57856,49458,72184,0,0,0
6415,,w/o MS2:DG O-21:0_28:2,806.7979,10.065,0,0,0,0,0,0,116753,140637,137854,0,23560,0,0,0,0
6416,,w/o MS2:DG O-21:0_28:7,796.7248,9.429,0,0,0,18112,20628,19413,0,4103,0,168575,257587,266490,0,0,0
6417,,w/o MS2:DG O-21:2_28:7,792.6934,5.629,0,0,0,30734,121871,26946,483866,883098,561481,70203,50397,12184,68896,9965,87658
6418,,w/o MS2:DG O-22:5_28:7,800.6558,6.068,410308,525122,857537,0,0,0,0,0,0,0,0,0,0,0,0
6419,,w/o MS2:DG O-22:6_28:7,798.6406,6.537,1170582,1038851,1245894,514569,545166,481971,36638,31837,40761,41524,58204,44299,9889,0,18912
6420,,w/o MS2:DG O-23:0_28:6,826.7696,10.356,0,0,0,428338,550904,813100,337717,325828,290121,983429,1145848,1156869,133509,17238,104233
6421,,w/o MS2:DG O-23:0_28:7,824.7552,9.934,0,0,0,193667,240801,264762,122386,100634,114798,1202827,1590719,1550562,39243,3597,26176
6422,,w/o MS2:DG O-24:6_28:7,826.6702,6.675,421025,486888,135700,0,0,0,13149,19033,23730,6419,0,7002,125837,7982,152252
6423,,w/o MS2:DG O-25:0_28:7,852.7863,10.377,3882,0,4560,1042078,1380677,1723555,696075,792577,871242,3870458,4176765,4661279,558926,111914,619900
6424,,w/o MS2:DG O-26:0_28:1,878.8962,0.431,0,0,0,0,0,0,0,0,0,66984,74027,54195,0,0,0
6425,,w/o MS2:DG O-26:7_26:7,824.6569,6.398,530692,528001,679159,127567,146487,100965,501846,668541,662727,39732,32580,29510,196066,27050,229969
6426,,w/o MS2:DG O-26:7_28:7,852.6859,6.955,683749,879620,1303272,0,0,0,0,0,0,0,0,0,8622,0,5632
6427,,w/o MS2:DG O-26:7_28:7,852.6888,6.81,647903,610525,725016,0,0,0,0,0,0,0,0,0,79496,0,65958
6428,,w/o MS2:DG O-26:7_7:0,572.4698,3.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6429,,w/o MS2:DG O-27:0_28:6,882.8331,11.167,29280,23201,65604,918076,1491914,1692553,241358,248455,258211,704007,789646,1083800,151257,8217,144150
6430,,w/o MS2:DG O-27:0_28:7,880.8168,10.806,165040,166946,248221,4563928,6295120,7538906,1306975,1411084,1401754,6150142,7029906,7128804,1837743,429108,1931422
6431,,w/o MS2:DG O-28:0_28:6,896.8514,11.336,0,0,0,30030,104316,80966,6449,0,0,0,0,4843,0,0,0
6432,,w/o MS2:DG O-28:0_28:7,894.8352,10.98,0,0,0,519866,809335,1210990,41005,52424,67066,91541,162128,169938,6933,0,11483
6433,,w/o MS2:DG O-28:4_8:0,620.5687,4.77,2304420,2560367,2735215,3785553,4359728,3818548,2502862,2862990,3378742,3379839,3393770,3664498,3368247,770638,3714434
6434,,w/o MS2:DG O-28:7_28:7,880.7184,7.887,0,6719,10310,0,0,0,0,0,0,0,0,0,32059,6263,41456
6435,,w/o MS2:DG O-8:0_13:1,416.3666,4.859,0,0,0,0,0,0,0,0,0,73300,120076,68156,51400,0,39030
6436,,w/o MS2:DG O-8:0_14:1,430.3818,5.179,6717,16039,10240,0,14655,971,0,0,0,219143,202701,243718,538278,188508,533922
6437,,w/o MS2:DG O-8:0_16:1,458.4217,3.487,127256,127916,137483,137489,161621,153110,133207,147445,140540,696528,660732,745440,202179,151701,205798
6438,,w/o MS2:DG O-8:0_26:3,594.548,6.798,0,0,0,204083,242182,235865,0,8118,20095,0,0,0,0,0,0
6439,,w/o MS2:DG O-8:0_26:6,588.504,5.765,0,0,0,0,0,0,0,0,0,15275,4223,0,19613,10307,30994
6440,,w/o MS2:DG O-8:0_28:2,624.5942,5.36,0,0,0,0,0,0,0,0,0,0,83618,7773,0,0,4672
6441,,w/o MS2:DG O-8:0_28:3,622.5753,4.753,182068,210925,243864,347197,426039,371548,250097,212768,305003,314298,354175,363574,310978,62945,355005
6442,,w/o MS2:DG O-9:0_22:1,556.532,5.23,0,0,0,0,0,0,302784,256538,284002,0,0,0,0,8215,0
6443,,w/o MS2:DG O-9:0_22:3,552.4916,8.469,0,0,0,0,0,0,53116,35190,40835,0,0,0,0,0,0
6444,,w/o MS2:DG O-9:0_22:5,548.471,4.206,2507,3062,5417,0,3487,4160,6383,3690,757,119153,121621,116024,3168,5811,0
6445,,w/o MS2:DG O-9:0_22:5,548.4698,4.28,29364,45028,42963,27820,27867,15935,32289,33371,28730,106179,89137,107851,27071,25211,19190
6446,,w/o MS2:DG O-9:0_24:2,582.547,4.488,21190,7365,10318,4135,10040,5166,0,4934,8153,13755,183441,3212,6287,5647,10098
6447,,w/o MS2:DG O-9:0_24:3,580.5392,11.157,0,0,0,89102,388065,161153,31504,740,17070,94100,63896,104999,18896,0,13377
6448,,w/o MS2:DG O-9:0_24:4,578.5237,4.745,190858,270570,331934,243814,273123,241086,1057871,1267723,1517600,69274,54743,49049,128185,9004,166202
6449,,w/o MS2:DG O-9:0_24:6,574.4885,5.763,0,0,0,0,0,0,0,0,0,29200,14581,35679,45877,40027,126691
6450,,w/o MS2:DG O-9:0_26:1,612.5964,6.238,58217,29824,33773,0,833,3535,0,0,0,0,518,0,0,0,0
6451,,w/o MS2:DG O-9:0_26:1,612.6025,6.455,44861,27827,54152,26442,25809,21303,27927,43104,39999,19693,16097,15100,0,19861,11014
6452,,w/o MS2:DG O-9:0_26:2,610.5784,5.029,73246,9194,12245,0,0,9500,0,0,0,0,747233,15516,5343,33124,114278
6453,,w/o MS2:DG O-9:0_26:2,610.5774,5.084,73246,9194,12245,0,0,9500,0,0,0,10977,747233,15516,48710,33124,114278
6454,,w/o MS2:DG O-9:0_26:5,604.5373,7.433,117505,86075,102387,82004,89257,89125,4552,14723,8080,0,0,0,0,0,0
6455,,w/o MS2:DG O-9:0_26:5,604.5382,9.284,0,0,0,91444,100323,65051,0,0,0,1623,967,0,0,0,0
6456,,w/o MS2:DG O-9:0_26:5,604.5398,6.951,1463,4029,0,159395,173803,171567,499369,649764,595431,611,1217,1555,38714,3298,39728
6457,,w/o MS2:DG O-9:0_26:6,602.5134,5.88,0,0,0,0,0,0,0,0,0,76115,49366,77307,0,2061,1563
6458,,w/o MS2:DG O-9:0_26:6,602.5239,9.996,0,0,0,0,0,0,0,0,0,63646,195450,98505,0,0,0
6459,,w/o MS2:DG O-9:0_28:0,642.644,6.257,31644,20718,23006,60274,99580,64451,15844,15741,10066,20203,17598,26867,41966,3442,37432
6460,,w/o MS2:DG O-9:0_28:1,640.6267,7.211,17285,14313,49417,5069,0,5950,231871,224725,226185,0,3679,0,12073,2272,16881
6461,,w/o MS2:DG O-9:0_28:1,640.6271,6.976,227106,338659,723780,10276,9279,10757,2564,18776,2869,8872,9719,13178,9472,3768,9571
6462,,w/o MS2:DG O-9:0_28:1,640.6269,7.041,133114,147792,232995,59952,75645,55270,83461,75324,68236,65305,70976,56904,57525,59181,67802
6463,,w/o MS2:DG O-9:0_28:2,638.6081,5.819,0,0,0,0,0,0,0,0,0,0,3500,0,0,3397,0
6464,,w/o MS2:DG O-9:0_28:2,638.6089,6.306,38667,28196,65400,0,0,5328,0,0,5061,0,0,0,0,0,0
6465,,w/o MS2:DG O-9:0_28:2,638.6113,6.722,205736,324089,561531,0,0,0,0,929,3389,0,0,0,0,0,0
6466,,w/o MS2:DG O-9:0_28:2,638.6099,5.773,0,0,0,5217,0,0,0,0,0,585,22847,0,7020,8045,10206
6467,,w/o MS2:DG O-9:0_28:2_w/o MS2:DG O-9:0_28:2,638.6089,5.689,104740,55762,26172,35226,12633,0,0,0,0,87418,1554947,69635,190807,138606,230206
6468,,w/o MS2:DG O-9:0_28:3,636.5948,5.117,0,0,0,0,0,0,0,0,0,0,201603,0,0,0,67346
6469,,w/o MS2:DG O-9:0_28:6,630.5553,5.052,56587,56537,66444,1225577,1323909,1166151,6289208,7282981,7697550,670122,762238,736828,42957,0,27515
6470,,w/o MS2:Dioctyl phthalate (also known as the production of plastic),413.2674,3.412,16653793,16606090,16382509,15837705,15700526,16217974,15908712,15289983,14427856,17735796,16743073,16125423,19567836,15973418,15958632
6471,,w/o MS2:Glutathione (oxidized),613.1669,4.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6472,,w/o MS2:GM3 14:0;2O/12:0,1060.6464,4.182,0,0,0,0,0,0,0,0,0,43748,52409,58011,0,0,0
6473,,w/o MS2:GM3 14:0;2O/13:0,1074.6578,5.396,0,0,0,0,0,0,0,0,0,99903,70077,84066,0,0,0
6474,,w/o MS2:GM3 14:0;2O/18:2,1140.7039,5.127,0,0,0,0,0,0,0,0,0,52601,114232,89968,0,0,0
6475,,w/o MS2:GM3 14:0;2O/42:0,1481.1079,4.698,0,0,0,0,0,0,123589,130501,170844,0,0,0,43684,0,30777
6476,,w/o MS2:GM3 15:0;2O/42:1,1493.1126,5.351,0,0,7721,178059,266317,166363,0,0,0,112484,179933,180636,0,0,0
6477,,w/o MS2:GM3 15:1;2O/42:2,1489.0804,5.328,0,0,0,90992,137986,78795,0,0,0,161418,260779,220820,0,0,0
6478,,w/o MS2:GM3 16:0;2O/42:0,1509.1365,5.262,0,0,8862,898050,1146321,575058,0,0,0,108227,198010,110915,0,0,0
6479,,w/o MS2:GM3 16:0;2O/42:0,1509.1318,6.122,0,0,0,91133,85303,45851,0,0,0,0,0,0,0,0,0
6480,,w/o MS2:GM3 16:0;2O/42:1,1507.1146,4.688,0,0,0,5656,0,0,47744,23057,35606,0,0,0,39834,0,16389
6481,,w/o MS2:GM3 16:0;2O/42:1,1507.1267,4.693,0,0,0,0,0,0,13225,16067,22143,0,0,0,41850,0,31435
6482,,w/o MS2:GM3 17:0;2O/42:0,1523.1373,5.968,390530,159304,291424,0,0,9527,110567,85150,181110,0,0,0,0,0,0
6483,,w/o MS2:GM3 17:0;2O/42:2,1519.125,5.314,59327,45026,74425,0,38069,31382,0,18489,0,0,0,26172,0,0,0
6484,,w/o MS2:GM3 18:0;2O/42:0,1537.1715,5.353,0,0,0,133016,151923,74257,0,0,0,10061,11565,0,0,0,0
6485,,w/o MS2:GM3 18:0;2O/42:1,1535.1837,5.184,11361,31215,19785,246636,254141,198627,1337653,1645297,1618249,0,11836,0,491606,0,498193
